상품군별(1),상품군별(2),판매매체별(1),2019.01,2019.02,2019.03,2019.04,2019.05,2019.06,2019.07,2019.08,2019.09,2019.10,2019.11,2019.12,2020.01,2020.02,2020.03,2020.04,2020.05,2020.06,2020.07,2020.08,2020.09,2020.10,2020.11,2020.12,2021.01,2021.02,2021.03,2021.04,2021.05,2021.06,2021.07,2021.08,2021.09,2021.10,2021.11,2021.12,2022.01,2022.02,2022.03,2022.04,2022.05,2022.06,2022.07,2022.08,2022.09,2022.10,2022.11,2022.12,2023.01,2023.02,2023.03,2023.04,2023.05,2023.06,2023.07,2023.08,2023.09 p),2023.10 p)
여행 및 교통서비스,소계,계,1538638,1417432,1379761,1395058,1489894,1483712,1651491,1692768,1370146,1486653,1497585,1619104,1404685,684536,358058,439688,550677,582768,782008,780715,546396,678812,684439,469642,496568,569669,612314,690807,771440,789307,789194,787989,759768,889575,981279,967224,917453,769741,917714,1288104,1513565,1510463,1663293,1701027,1498313,1633058,1560384,1754559,1893204,1829966,1776156,1847011,2102966,1970287,2166374,2203035,2066145,2099701
,,인터넷쇼핑,634258,587030,581118,586949,614613,612674,657421,658142,533192,598342,607963,641388,456795,222219,101944,90801,108884,117662,157901,160661,104505,146471,149213,90366,89120,117466,126601,161947,177072,178431,188267,188488,179342,204380,251920,223718,199028,179555,253012,388524,467082,471809,493849,489839,455726,495385,447577,499995,612830,609721,575909,587783,709952,650463,702592,726253,713119,728457
,,모바일쇼핑,904380,830402,798643,808109,875280,871038,994070,1034627,836955,888311,889622,977716,947890,462317,256114,348887,441793,465106,624106,620054,441892,532341,535226,379276,407448,452203,485713,528860,594368,610876,600927,599501,580426,685194,729359,743506,718425,590185,664702,899580,1046483,1038654,1169444,1211189,1042587,1137673,1112807,1254563,1280374,1220245,1200247,1259227,1393013,1319824,1463781,1476782,1353026,1371244
문화 및 레저서비스,소계,계,167713,182936,176085,200034,204178,248326,215929,220069,166651,206700,206813,184605,156501,57759,21532,30750,53435,45366,78956,58876,40800,78827,69377,7443,29029,68847,77868,76061,90443,114356,80643,90357,88810,133035,173315,133937,121961,85099,111270,165094,248893,307057,260924,240440,209080,225193,200990,231194,176774,169343,191445,203381,260217,332043,271754,289710,217131,277177
,,인터넷쇼핑,68836,69543,73468,94922,100869,110917,93469,96812,83251,115207,88214,68436,55095,23350,7023,11059,18708,15397,27067,16459,12061,29574,30474,3484,10302,25595,28824,28977,32716,43239,29270,31005,30655,52466,71001,48321,46938,35138,51560,67218,98808,127349,91876,86671,95309,100629,85267,84186,65376,69980,82905,92281,111535,154056,104958,124564,96040,124393
,,모바일쇼핑,98877,113392,102617,105113,103309,137409,122460,123257,83400,91494,118599,116169,101406,34409,14510,19691,34728,29968,51889,42418,28739,49254,38903,3959,18727,43253,49044,47084,57727,71117,51373,59352,58155,80569,102314,85616,75023,49961,59710,97877,150084,179707,169048,153769,113771,124563,115723,147008,111398,99363,108540,111099,148683,177987,166796,165146,121091,152783
이쿠폰서비스,소계,계,240122,234109,257544,226798,275980,259856,282476,309178,276810,302371,369420,345362,318519,334652,361009,346568,353267,322707,356229,362136,412319,371926,417358,538489,473998,490846,498738,455679,509423,496434,499345,494683,544673,464374,523554,647950,607830,542563,581987,537602,611372,500432,573986,594003,675488,599838,730914,769851,740828,703959,747555,751375,834170,734716,734949,813899,964751,893345
,,인터넷쇼핑,35976,26790,34335,29748,35151,33275,35781,53619,34358,35621,45788,40531,36686,36803,50540,41765,46904,43979,54142,47782,52527,52542,55372,54688,55347,51311,63979,48575,54538,59267,57813,54536,50971,44770,47554,65821,59029,56722,66152,62915,73475,55899,70285,84773,98648,97239,116625,131332,120990,145561,159383,169286,169662,158053,146209,190784,256496,230967
,,모바일쇼핑,204146,207319,223209,197050,240829,226581,246695,255559,242452,266750,323632,304831,281833,297849,310469,304803,306363,278728,302087,314354,359792,319384,361986,483801,418651,439535,434759,407104,454885,437167,441532,440147,493702,419604,476000,582129,548801,485841,515835,474687,537897,444533,503701,509230,576840,502599,614289,638519,619838,558398,588172,582089,664508,576663,588740,623115,708255,662378
음식서비스,소계,계,621909,614963,694509,686320,742382,774478,828915,917005,854892,913722,1026981,1059286,1063619,1135181,1252296,1263001,1320810,1253492,1378784,1677419,1604224,1546882,1643228,2198156,2056065,1852198,1998260,2009624,2188805,2019596,2418059,2455894,2231054,2307756,2124448,2497898,2431647,2281437,2421256,2136868,2119153,2113488,2296541,2277393,2002170,2139561,2074227,2300232,2233259,2028048,2108928,2103962,2183064,2131238,2344695,2371149,2146926,2203701
,,인터넷쇼핑,53351,48759,54675,49084,49857,52192,55648,59450,55127,59150,61128,67608,66559,69058,72457,77618,88284,68439,73213,84744,74261,68510,70275,87035,67562,60117,59810,53982,57461,51466,59661,58061,59192,55321,45502,54361,52113,50132,49954,45544,45552,40430,43570,44729,37788,39628,37343,42390,41420,35758,37270,38351,37953,35339,38525,38744,37131,38975
,,모바일쇼핑,568558,566204,639833,637236,692525,722286,773268,857555,799765,854572,965853,991679,997060,1066123,1179839,1185383,1232526,1185053,1305571,1592675,1529963,1478372,1572953,2111121,1988503,1792081,1938450,1955642,2131344,1968130,2358398,2397833,2171862,2252435,2078946,2443537,2379534,2231305,2371302,2091324,2073601,2073058,2252971,2232664,1964382,2099933,2036884,2257842,2191839,1992290,2071658,2065611,2145111,2095899,2306170,2332405,2109795,2164726
기타서비스,소계,계,97802,77885,78986,79595,90207,87966,96756,129122,174802,121149,134574,180256,168271,157638,75497,124663,98988,104283,114718,164299,142442,161062,134682,143767,178931,181705,270543,151005,163733,194354,207668,203378,224920,142147,136609,151394,147335,161914,183429,174753,175472,187571,202451,179021,235984,179440,212024,174377,160498,153973,158691,184754,169754,168597,181009,212953,237169,185326
,,인터넷쇼핑,62056,43859,40724,42662,45501,44161,44998,58226,115446,63323,78458,93809,75099,64288,32133,49637,37734,43133,46303,62924,76210,96795,55002,68685,79824,74512,113918,63613,58345,74630,80773,76718,125469,58273,57437,65805,63869,62871,71198,65100,60856,73613,80760,65467,131637,80525,90823,83950,71801,64753,65017,74255,65602,72003,73494,93559,148524,85799
,,모바일쇼핑,35746,34027,38262,36933,44706,43805,51758,70896,59355,57826,56116,86448,93172,93350,43364,75026,61255,61150,68415,101375,66232,64267,79680,75082,99107,107192,156626,87393,105388,119724,126896,126660,99451,83875,79172,85589,83466,99043,112231,109654,114615,113958,121692,113554,104347,98916,121201,90427,88696,89220,93675,110498,104152,96594,107515,119394,88645,99527
기타,소계,계,223939,221598,327742,195957,195838,161668,182308,203535,192953,206265,206900,213645,356840,323190,324693,258478,345233,310461,331894,384115,337233,316098,351233,366562,290585,285156,374382,300727,312544,274226,283703,262588,261694,276798,280987,330100,296997,309034,320155,310162,312605,303285,331835,334897,317489,301632,333570,357663,292383,243106,273196,278895,278009,260862,286937,269092,247892,274280
,,인터넷쇼핑,115855,117022,205975,106440,97398,74843,84678,107102,80243,97450,97884,100009,143693,115865,130698,105643,127079,123498,124934,124467,117424,128928,138622,149869,104395,113062,146572,107097,105681,112787,115173,99717,93084,99223,100528,118920,100676,99868,104715,105016,107085,106450,120314,122980,117050,113596,137134,139687,98694,99483,107180,118622,112580,112765,144685,134133,123174,137384
,,모바일쇼핑,108084,104577,121766,89517,98440,86824,97630,96433,112710,108815,109016,113636,213148,207325,193996,152835,218155,186963,206960,259648,219809,187170,212611,216693,186190,172094,227810,193630,206864,161439,168530,162871,168609,177575,180459,211181,196321,209166,215440,205146,205520,196836,211521,211917,200439,188036,196436,217976,193689,143622,166016,160273,165429,148098,142252,134959,124719,136896
